filename,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class_id,class_name,is_test,filename_cropped,bbox_h,bbox_w
05004.jpg,71,137,595,441,86,Dodge Ram Pickup 3500 Crew Cab 2010,0,cropped_05004.jpg,305,525
05005.jpg,56,60,346,222,115,Ford Focus Sedan 2007,0,cropped_05005.jpg,163,291
05006.jpg,22,13,292,188,37,BMW X3 SUV 2012,0,cropped_05006.jpg,176,271
05007.jpg,39,142,617,354,20,Audi S6 Sedan 2011,0,cropped_05007.jpg,213,579
05008.jpg,71,77,575,381,73,Chevrolet Malibu Sedan 2007,0,cropped_05008.jpg,305,505
05009.jpg,71,16,399,321,45,Bugatti Veyron 16.4 Convertible 2009,0,cropped_05009.jpg,306,329
05010.jpg,27,84,281,184,103,Ferrari 458 Italia Convertible 2012,0,cropped_05010.jpg,101,255
05011.jpg,1,31,140,77,34,BMW M3 Coupe 2012,0,cropped_05011.jpg,47,140
05012.jpg,42,77,617,463,195,Volvo XC90 SUV 2007,0,cropped_05012.jpg,387,576
05013.jpg,16,59,472,304,61,Chevrolet Impala Sedan 2007,0,cropped_05013.jpg,246,457
05014.jpg,58,364,970,682,156,Lincoln Town Car Sedan 2011,0,cropped_05014.jpg,319,913
05015.jpg,172,99,853,696,79,Chrysler 300 SRT-8 2010,0,cropped_05015.jpg,598,682
05016.jpg,256,171,580,359,46,Bugatti Veyron 16.4 Coupe 2009,0,cropped_05016.jpg,189,325
05017.jpg,23,53,271,198,116,Ford E-Series Wagon Van 2012,0,cropped_05017.jpg,146,249
05018.jpg,23,67,605,392,181,Suzuki Aerio Sedan 2007,0,cropped_05018.jpg,326,583
05019.jpg,59,61,558,410,140,Hyundai Azera Sedan 2012,0,cropped_05019.jpg,350,500
05020.jpg,6,81,613,420,71,Chevrolet Express Van 2007,0,cropped_05020.jpg,340,608
05021.jpg,86,237,979,588,160,McLaren MP4-12C Coupe 2012,0,cropped_05021.jpg,352,894
05022.jpg,50,243,1424,883,145,Jeep Patriot SUV 2012,0,cropped_05022.jpg,641,1375
05023.jpg,201,112,513,342,10,Aston Martin Virage Convertible 2012,0,cropped_05023.jpg,231,313
05024.jpg,57,189,944,587,186,Toyota Sequoia SUV 2012,0,cropped_05024.jpg,399,888
05025.jpg,22,55,290,221,121,GMC Acadia SUV 2012,0,cropped_05025.jpg,167,269
05026.jpg,84,54,443,313,137,Hyundai Genesis Sedan 2012,0,cropped_05026.jpg,260,360
05027.jpg,60,99,614,399,190,Volkswagen Golf Hatchback 2012,0,cropped_05027.jpg,301,555
05028.jpg,52,15,274,142,28,BMW 1 Series Coupe 2012,0,cropped_05028.jpg,128,223
05029.jpg,22,214,783,520,40,Bentley Arnage Sedan 2009,0,cropped_05029.jpg,307,762
05030.jpg,60,76,593,393,1,AM General Hummer SUV 2000,0,cropped_05030.jpg,318,534
05031.jpg,46,109,492,317,165,Mercedes-Benz S-Class Sedan 2012,0,cropped_05031.jpg,209,447
05032.jpg,108,58,316,203,71,Chevrolet Express Van 2007,0,cropped_05032.jpg,146,209
05033.jpg,78,106,321,238,52,Cadillac SRX SUV 2012,0,cropped_05033.jpg,133,244
05034.jpg,8,26,442,313,67,Chevrolet Malibu Hybrid Sedan 2010,0,cropped_05034.jpg,288,435
05035.jpg,129,265,1980,1114,119,GMC Savana Van 2012,0,cropped_05035.jpg,850,1852
05036.jpg,58,231,1145,770,164,Mercedes-Benz E-Class Sedan 2012,0,cropped_05036.jpg,540,1088
05037.jpg,111,123,657,436,130,Hyundai Veloster Hatchback 2012,0,cropped_05037.jpg,314,547
05038.jpg,41,52,218,170,114,Ford F-150 Regular Cab 2007,0,cropped_05038.jpg,119,178
05039.jpg,106,17,517,360,178,Scion xD Hatchback 2012,0,cropped_05039.jpg,344,412
05040.jpg,381,293,863,512,25,Audi TT RS Coupe 2012,0,cropped_05040.jpg,220,483
05041.jpg,3,6,202,159,88,Dodge Sprinter Cargo Van 2009,0,cropped_05041.jpg,154,200
05042.jpg,147,119,1078,596,6,Acura Integra Type R 2001,0,cropped_05042.jpg,478,932
05043.jpg,21,69,288,210,190,Volkswagen Golf Hatchback 2012,0,cropped_05043.jpg,142,268
05044.jpg,18,12,251,183,131,Hyundai Santa Fe SUV 2012,0,cropped_05044.jpg,172,234
05045.jpg,29,74,605,431,192,Volkswagen Beetle Hatchback 2012,0,cropped_05045.jpg,358,577
05046.jpg,187,337,1438,862,90,Dodge Dakota Crew Cab 2010,0,cropped_05046.jpg,526,1252
05047.jpg,51,46,439,250,155,Land Rover LR2 SUV 2012,0,cropped_05047.jpg,205,389
05048.jpg,40,70,562,350,10,Aston Martin Virage Convertible 2012,0,cropped_05048.jpg,281,523
05049.jpg,190,167,581,383,46,Bugatti Veyron 16.4 Coupe 2009,0,cropped_05049.jpg,217,392
05050.jpg,40,70,1582,1030,23,Audi S4 Sedan 2012,0,cropped_05050.jpg,961,1543
05051.jpg,29,40,418,319,100,FIAT 500 Convertible 2012,0,cropped_05051.jpg,280,390
05052.jpg,83,93,686,425,3,Acura TL Sedan 2012,0,cropped_05052.jpg,333,604
05053.jpg,21,154,607,367,180,Spyker C8 Coupe 2009,0,cropped_05053.jpg,214,587
05054.jpg,41,78,990,711,52,Cadillac SRX SUV 2012,0,cropped_05054.jpg,634,950
05055.jpg,187,225,886,762,165,Mercedes-Benz S-Class Sedan 2012,0,cropped_05055.jpg,538,700
05056.jpg,37,180,978,619,97,Dodge Charger SRT-8 2009,0,cropped_05056.jpg,440,942
05057.jpg,63,106,435,329,4,Acura TL Type-S 2008,0,cropped_05057.jpg,224,373
05058.jpg,18,55,625,389,33,BMW X6 SUV 2012,0,cropped_05058.jpg,335,608
05059.jpg,139,298,756,598,104,Ferrari 458 Italia Coupe 2012,0,cropped_05059.jpg,301,618
05060.jpg,153,59,861,658,132,Hyundai Tucson SUV 2012,0,cropped_05060.jpg,600,709
05061.jpg,267,753,3247,1744,98,Eagle Talon Hatchback 1998,0,cropped_05061.jpg,992,2981
05062.jpg,22,22,310,222,106,Ford F-450 Super Duty Crew Cab 2012,0,cropped_05062.jpg,201,289
05063.jpg,36,56,605,455,13,Audi A5 Coupe 2012,0,cropped_05063.jpg,400,570
05064.jpg,85,79,530,401,115,Ford Focus Sedan 2007,0,cropped_05064.jpg,323,446
05065.jpg,37,102,605,389,115,Ford Focus Sedan 2007,0,cropped_05065.jpg,288,569
05066.jpg,25,74,221,174,42,Bentley Continental GT Coupe 2012,0,cropped_05066.jpg,101,197
05067.jpg,17,46,383,230,19,Audi TT Hatchback 2011,0,cropped_05067.jpg,185,367
05068.jpg,80,231,1167,667,43,Bentley Continental GT Coupe 2007,0,cropped_05068.jpg,437,1088
05069.jpg,128,101,347,195,38,BMW Z4 Convertible 2012,0,cropped_05069.jpg,95,220
05070.jpg,33,74,375,259,77,Chrysler Sebring Convertible 2010,0,cropped_05070.jpg,186,343
05071.jpg,66,70,478,293,52,Cadillac SRX SUV 2012,0,cropped_05071.jpg,224,413
05072.jpg,25,50,239,159,38,BMW Z4 Convertible 2012,0,cropped_05072.jpg,110,215
05073.jpg,52,64,217,150,103,Ferrari 458 Italia Convertible 2012,0,cropped_05073.jpg,87,166
05074.jpg,23,106,462,301,78,Chrysler Town and Country Minivan 2012,0,cropped_05074.jpg,196,440
05075.jpg,29,33,243,153,25,Audi TT RS Coupe 2012,0,cropped_05075.jpg,121,215
05076.jpg,39,73,261,137,151,Lamborghini Aventador Coupe 2012,0,cropped_05076.jpg,65,223
05077.jpg,25,44,559,273,7,Acura ZDX Hatchback 2012,0,cropped_05077.jpg,230,535
05078.jpg,24,115,582,293,103,Ferrari 458 Italia Convertible 2012,0,cropped_05078.jpg,179,559
05079.jpg,17,21,400,300,159,Mazda Tribute SUV 2011,0,cropped_05079.jpg,280,384
05080.jpg,18,144,789,463,79,Chrysler 300 SRT-8 2010,0,cropped_05080.jpg,320,772
05081.jpg,8,1,498,196,51,Cadillac CTS-V Sedan 2012,0,cropped_05081.jpg,196,491
05082.jpg,36,35,401,241,66,Chevrolet Cobalt SS 2010,0,cropped_05082.jpg,207,366
05083.jpg,22,78,378,236,13,Audi A5 Coupe 2012,0,cropped_05083.jpg,159,357
05084.jpg,59,60,542,346,98,Eagle Talon Hatchback 1998,0,cropped_05084.jpg,287,484
05085.jpg,17,44,256,174,23,Audi S4 Sedan 2012,0,cropped_05085.jpg,131,240
05086.jpg,14,135,567,305,15,Audi R8 Coupe 2012,0,cropped_05086.jpg,171,554
05087.jpg,25,99,587,384,35,BMW M5 Sedan 2010,0,cropped_05087.jpg,286,563
05088.jpg,42,78,362,299,178,Scion xD Hatchback 2012,0,cropped_05088.jpg,222,321
05089.jpg,68,287,1228,667,179,Spyker C8 Convertible 2009,0,cropped_05089.jpg,381,1161
05090.jpg,134,43,467,158,26,BMW ActiveHybrid 5 Sedan 2012,0,cropped_05090.jpg,116,334
05091.jpg,97,141,955,585,115,Ford Focus Sedan 2007,0,cropped_05091.jpg,445,859
05092.jpg,26,48,459,335,113,Ford F-150 Regular Cab 2012,0,cropped_05092.jpg,288,434
05093.jpg,13,122,393,283,139,Hyundai Elantra Touring Hatchback 2012,0,cropped_05093.jpg,162,381
05094.jpg,43,114,486,253,38,BMW Z4 Convertible 2012,0,cropped_05094.jpg,140,444
05095.jpg,51,193,1001,656,42,Bentley Continental GT Coupe 2012,0,cropped_05095.jpg,464,951
05096.jpg,2,82,381,187,153,Lamborghini Diablo Coupe 2001,0,cropped_05096.jpg,106,380
05097.jpg,11,4,289,180,160,McLaren MP4-12C Coupe 2012,0,cropped_05097.jpg,177,279
05098.jpg,87,80,827,700,146,Jeep Wrangler SUV 2012,0,cropped_05098.jpg,621,741
05099.jpg,5,63,286,174,107,Ford Mustang Convertible 2007,0,cropped_05099.jpg,112,282
05100.jpg,14,90,611,446,120,GMC Yukon Hybrid SUV 2012,0,cropped_05100.jpg,357,598
05101.jpg,166,597,1949,1431,164,Mercedes-Benz E-Class Sedan 2012,0,cropped_05101.jpg,835,1784
05102.jpg,13,19,318,235,85,Dodge Caravan Minivan 1997,0,cropped_05102.jpg,217,306
05103.jpg,47,35,590,403,94,Dodge Durango SUV 2012,0,cropped_05103.jpg,369,544
05104.jpg,42,188,769,477,145,Jeep Patriot SUV 2012,0,cropped_05104.jpg,290,728
05105.jpg,27,40,279,142,30,BMW 3 Series Wagon 2012,0,cropped_05105.jpg,103,253
05106.jpg,9,11,246,179,125,HUMMER H2 SUT Crew Cab 2009,0,cropped_05106.jpg,169,238
05107.jpg,31,44,379,250,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,0,cropped_05107.jpg,207,349
05108.jpg,5,15,298,139,108,Ford Freestar Minivan 2007,0,cropped_05108.jpg,125,294
05109.jpg,97,32,518,228,183,Suzuki SX4 Hatchback 2012,0,cropped_05109.jpg,197,422
05110.jpg,126,171,1665,1182,149,Jeep Compass SUV 2012,0,cropped_05110.jpg,1012,1540
05111.jpg,22,65,473,287,93,Dodge Challenger SRT8 2011,0,cropped_05111.jpg,223,452
05112.jpg,25,112,588,334,66,Chevrolet Cobalt SS 2010,0,cropped_05112.jpg,223,564
05113.jpg,16,37,243,158,106,Ford F-450 Super Duty Crew Cab 2012,0,cropped_05113.jpg,122,228
05114.jpg,24,95,276,237,21,Audi S5 Convertible 2012,0,cropped_05114.jpg,143,253
05115.jpg,26,64,235,185,113,Ford F-150 Regular Cab 2012,0,cropped_05115.jpg,122,210
05116.jpg,32,42,584,347,14,Audi TTS Coupe 2012,0,cropped_05116.jpg,306,553
05117.jpg,51,321,1517,1122,187,Toyota Camry Sedan 2012,0,cropped_05117.jpg,802,1467
05118.jpg,16,55,246,163,80,Chrysler Crossfire Convertible 2008,0,cropped_05118.jpg,109,231
05119.jpg,52,118,743,513,196,smart fortwo Convertible 2012,0,cropped_05119.jpg,396,692
05120.jpg,31,219,613,417,194,Volvo 240 Sedan 1993,0,cropped_05120.jpg,199,583
05121.jpg,117,196,661,383,124,HUMMER H3T Crew Cab 2010,0,cropped_05121.jpg,188,545
05122.jpg,44,56,397,306,20,Audi S6 Sedan 2011,0,cropped_05122.jpg,251,354
05123.jpg,108,149,1137,637,96,Dodge Charger Sedan 2012,0,cropped_05123.jpg,489,1030
05124.jpg,26,147,629,386,50,Buick Enclave SUV 2012,0,cropped_05124.jpg,240,604
05125.jpg,42,170,591,389,4,Acura TL Type-S 2008,0,cropped_05125.jpg,220,550
05126.jpg,188,106,581,295,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,0,cropped_05126.jpg,190,394
05127.jpg,19,37,235,134,188,Toyota Corolla Sedan 2012,0,cropped_05127.jpg,98,217
05128.jpg,15,58,246,139,5,Acura TSX Sedan 2012,0,cropped_05128.jpg,82,232
05129.jpg,172,107,582,335,22,Audi S5 Coupe 2012,0,cropped_05129.jpg,229,411
05130.jpg,35,38,222,163,86,Dodge Ram Pickup 3500 Crew Cab 2010,0,cropped_05130.jpg,126,188
05131.jpg,50,159,595,456,155,Land Rover LR2 SUV 2012,0,cropped_05131.jpg,298,546
05132.jpg,35,92,405,309,32,BMW X5 SUV 2007,0,cropped_05132.jpg,218,371
05133.jpg,37,72,281,187,157,MINI Cooper Roadster Convertible 2012,0,cropped_05133.jpg,116,245
05134.jpg,19,61,472,309,139,Hyundai Elantra Touring Hatchback 2012,0,cropped_05134.jpg,249,454
05135.jpg,3,11,258,137,108,Ford Freestar Minivan 2007,0,cropped_05135.jpg,127,256
05136.jpg,32,116,569,370,105,Fisker Karma Sedan 2012,0,cropped_05136.jpg,255,538
05137.jpg,54,44,578,401,133,Hyundai Veracruz SUV 2012,0,cropped_05137.jpg,358,525
05138.jpg,21,6,341,146,15,Audi R8 Coupe 2012,0,cropped_05138.jpg,141,321
05139.jpg,21,104,514,377,154,Land Rover Range Rover SUV 2012,0,cropped_05139.jpg,274,494
05140.jpg,37,102,723,407,58,Chevrolet Traverse SUV 2012,0,cropped_05140.jpg,306,687
05141.jpg,59,85,994,677,63,Chevrolet Sonic Sedan 2012,0,cropped_05141.jpg,593,936
05142.jpg,24,86,472,309,92,Dodge Magnum Wagon 2008,0,cropped_05142.jpg,224,449
05143.jpg,3,24,572,275,10,Aston Martin Virage Convertible 2012,0,cropped_05143.jpg,252,570
05144.jpg,43,276,973,562,21,Audi S5 Convertible 2012,0,cropped_05144.jpg,287,931
05145.jpg,17,68,402,241,44,Bentley Continental Flying Spur Sedan 2007,0,cropped_05145.jpg,174,386
05146.jpg,123,69,489,259,25,Audi TT RS Coupe 2012,0,cropped_05146.jpg,191,367
05147.jpg,53,114,577,299,171,Nissan 240SX Coupe 1998,0,cropped_05147.jpg,186,525
05148.jpg,72,109,529,323,13,Audi A5 Coupe 2012,0,cropped_05148.jpg,215,458
05149.jpg,55,22,593,399,149,Jeep Compass SUV 2012,0,cropped_05149.jpg,378,539
05150.jpg,55,113,523,331,21,Audi S5 Convertible 2012,0,cropped_05150.jpg,219,469
05151.jpg,47,140,611,426,120,GMC Yukon Hybrid SUV 2012,0,cropped_05151.jpg,287,565
05152.jpg,48,92,261,161,59,Chevrolet Camaro Convertible 2012,0,cropped_05152.jpg,70,214
05153.jpg,28,94,614,389,144,Jaguar XK XKR 2012,0,cropped_05153.jpg,296,587
05154.jpg,335,234,992,740,149,Jeep Compass SUV 2012,0,cropped_05154.jpg,507,658
05155.jpg,22,53,1773,1013,120,GMC Yukon Hybrid SUV 2012,0,cropped_05155.jpg,961,1752
05156.jpg,89,137,524,335,31,BMW 6 Series Convertible 2007,0,cropped_05156.jpg,199,436
05157.jpg,172,22,760,469,151,Lamborghini Aventador Coupe 2012,0,cropped_05157.jpg,448,589
05158.jpg,1,31,443,299,39,Bentley Continental Supersports Conv. Convertible 2012,0,cropped_05158.jpg,269,443
05159.jpg,9,66,600,373,114,Ford F-150 Regular Cab 2007,0,cropped_05159.jpg,308,592
05160.jpg,12,64,254,140,107,Ford Mustang Convertible 2007,0,cropped_05160.jpg,77,243
05161.jpg,32,43,620,437,131,Hyundai Santa Fe SUV 2012,0,cropped_05161.jpg,395,589
05162.jpg,29,32,472,331,20,Audi S6 Sedan 2011,0,cropped_05162.jpg,300,444
05163.jpg,68,116,543,371,38,BMW Z4 Convertible 2012,0,cropped_05163.jpg,256,476
05164.jpg,15,107,624,363,182,Suzuki Kizashi Sedan 2012,0,cropped_05164.jpg,257,610
05165.jpg,16,83,564,322,172,Plymouth Neon Coupe 1999,0,cropped_05165.jpg,240,549
05166.jpg,36,60,586,354,122,GMC Canyon Extended Cab 2012,0,cropped_05166.jpg,295,551
05167.jpg,11,24,117,76,174,Ram C/V Cargo Van Minivan 2012,0,cropped_05167.jpg,53,107
05168.jpg,40,184,702,493,68,Chevrolet TrailBlazer SS 2009,0,cropped_05168.jpg,310,663
05169.jpg,55,167,769,406,194,Volvo 240 Sedan 1993,0,cropped_05169.jpg,240,715
05170.jpg,6,85,292,192,104,Ferrari 458 Italia Coupe 2012,0,cropped_05170.jpg,108,287
05171.jpg,214,27,558,235,195,Volvo XC90 SUV 2007,0,cropped_05171.jpg,209,345
05172.jpg,208,207,772,513,177,Rolls-Royce Phantom Sedan 2012,0,cropped_05172.jpg,307,565
05173.jpg,48,70,274,200,35,BMW M5 Sedan 2010,0,cropped_05173.jpg,131,227
05174.jpg,18,63,639,396,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,0,cropped_05174.jpg,334,622
05175.jpg,111,11,531,320,187,Toyota Camry Sedan 2012,0,cropped_05175.jpg,310,421
05176.jpg,48,51,279,179,62,Chevrolet Tahoe Hybrid SUV 2012,0,cropped_05176.jpg,129,232
05177.jpg,16,24,580,282,17,Audi 100 Sedan 1994,0,cropped_05177.jpg,259,565
05178.jpg,5,169,799,506,79,Chrysler 300 SRT-8 2010,0,cropped_05178.jpg,338,795
05179.jpg,2,63,625,402,61,Chevrolet Impala Sedan 2007,0,cropped_05179.jpg,340,624
05180.jpg,45,120,569,362,179,Spyker C8 Convertible 2009,0,cropped_05180.jpg,243,525
05181.jpg,30,162,565,379,17,Audi 100 Sedan 1994,0,cropped_05181.jpg,218,536
05182.jpg,21,121,390,381,105,Fisker Karma Sedan 2012,0,cropped_05182.jpg,261,370
05183.jpg,15,59,1147,617,25,Audi TT RS Coupe 2012,0,cropped_05183.jpg,559,1133
05184.jpg,24,144,607,398,83,Dodge Caliber Wagon 2012,0,cropped_05184.jpg,255,584
05185.jpg,80,231,861,679,112,Ford GT Coupe 2006,0,cropped_05185.jpg,449,782
05186.jpg,14,47,467,221,114,Ford F-150 Regular Cab 2007,0,cropped_05186.jpg,175,454
05187.jpg,29,5,211,144,106,Ford F-450 Super Duty Crew Cab 2012,0,cropped_05187.jpg,140,183
05188.jpg,28,42,463,308,111,Ford Ranger SuperCab 2011,0,cropped_05188.jpg,267,436
05189.jpg,17,49,584,433,146,Jeep Wrangler SUV 2012,0,cropped_05189.jpg,385,568
05190.jpg,80,86,544,299,93,Dodge Challenger SRT8 2011,0,cropped_05190.jpg,214,465
05191.jpg,24,138,617,358,59,Chevrolet Camaro Convertible 2012,0,cropped_05191.jpg,221,594
05192.jpg,55,14,529,374,53,Cadillac Escalade EXT Crew Cab 2007,0,cropped_05192.jpg,361,475
05193.jpg,72,103,598,302,142,Infiniti QX56 SUV 2011,0,cropped_05193.jpg,200,527
05194.jpg,29,44,587,463,95,Dodge Durango SUV 2007,0,cropped_05194.jpg,420,559
05195.jpg,67,355,1549,1063,170,Nissan Juke Hatchback 2012,0,cropped_05195.jpg,709,1483
05196.jpg,41,41,239,134,111,Ford Ranger SuperCab 2011,0,cropped_05196.jpg,94,199
05197.jpg,39,141,594,355,7,Acura ZDX Hatchback 2012,0,cropped_05197.jpg,215,556
05198.jpg,244,153,632,397,140,Hyundai Azera Sedan 2012,0,cropped_05198.jpg,245,389
05199.jpg,224,49,621,346,119,GMC Savana Van 2012,0,cropped_05199.jpg,298,398
05200.jpg,86,19,505,316,138,Hyundai Sonata Sedan 2012,0,cropped_05200.jpg,298,420
05201.jpg,12,47,251,162,97,Dodge Charger SRT-8 2009,0,cropped_05201.jpg,116,240
05202.jpg,21,45,269,160,177,Rolls-Royce Phantom Sedan 2012,0,cropped_05202.jpg,116,249
05203.jpg,6,50,300,167,45,Bugatti Veyron 16.4 Convertible 2009,0,cropped_05203.jpg,118,295
05204.jpg,46,81,507,278,157,MINI Cooper Roadster Convertible 2012,0,cropped_05204.jpg,198,462
05205.jpg,35,50,673,495,124,HUMMER H3T Crew Cab 2010,0,cropped_05205.jpg,446,639
05206.jpg,118,39,882,681,172,Plymouth Neon Coupe 1999,0,cropped_05206.jpg,643,765
05207.jpg,111,184,543,358,126,Honda Odyssey Minivan 2012,0,cropped_05207.jpg,175,433
05208.jpg,100,240,1577,968,55,Chevrolet Corvette Convertible 2012,0,cropped_05208.jpg,729,1478
05209.jpg,3,40,300,154,92,Dodge Magnum Wagon 2008,0,cropped_05209.jpg,115,298
05210.jpg,18,84,205,167,161,Mercedes-Benz 300-Class Convertible 1993,0,cropped_05210.jpg,84,188
05211.jpg,52,21,400,262,180,Spyker C8 Coupe 2009,0,cropped_05211.jpg,242,349
05212.jpg,15,82,337,223,20,Audi S6 Sedan 2011,0,cropped_05212.jpg,142,323
05213.jpg,99,124,961,665,75,Chevrolet Silverado 1500 Regular Cab 2012,0,cropped_05213.jpg,542,863
05214.jpg,16,434,1266,894,79,Chrysler 300 SRT-8 2010,0,cropped_05214.jpg,461,1251
05215.jpg,14,19,793,452,183,Suzuki SX4 Hatchback 2012,0,cropped_05215.jpg,434,780
05216.jpg,135,116,897,579,63,Chevrolet Sonic Sedan 2012,0,cropped_05216.jpg,464,763
05217.jpg,111,82,886,584,148,Jeep Grand Cherokee SUV 2012,0,cropped_05217.jpg,503,776
05218.jpg,34,162,703,428,60,Chevrolet HHR SS 2010,0,cropped_05218.jpg,267,670
05219.jpg,279,316,1345,921,170,Nissan Juke Hatchback 2012,0,cropped_05219.jpg,606,1067
05220.jpg,16,79,727,449,130,Hyundai Veloster Hatchback 2012,0,cropped_05220.jpg,371,712
05221.jpg,34,49,281,144,69,Chevrolet Silverado 2500HD Regular Cab 2012,0,cropped_05221.jpg,96,248
05222.jpg,70,101,850,460,69,Chevrolet Silverado 2500HD Regular Cab 2012,0,cropped_05222.jpg,360,781
05223.jpg,19,12,252,181,113,Ford F-150 Regular Cab 2012,0,cropped_05223.jpg,170,234
05224.jpg,5,14,93,58,1,AM General Hummer SUV 2000,0,cropped_05224.jpg,45,89
05225.jpg,108,103,2743,1758,178,Scion xD Hatchback 2012,0,cropped_05225.jpg,1656,2636
05226.jpg,366,401,1516,1012,25,Audi TT RS Coupe 2012,0,cropped_05226.jpg,612,1151
05227.jpg,41,138,760,519,94,Dodge Durango SUV 2012,0,cropped_05227.jpg,382,720
05228.jpg,17,19,640,289,96,Dodge Charger Sedan 2012,0,cropped_05228.jpg,271,624
05229.jpg,21,25,463,288,109,Ford Expedition EL SUV 2009,0,cropped_05229.jpg,264,443
05230.jpg,223,66,552,261,157,MINI Cooper Roadster Convertible 2012,0,cropped_05230.jpg,196,330
05231.jpg,6,34,427,266,69,Chevrolet Silverado 2500HD Regular Cab 2012,0,cropped_05231.jpg,233,422
05232.jpg,195,248,854,557,192,Volkswagen Beetle Hatchback 2012,0,cropped_05232.jpg,310,660
05233.jpg,70,46,529,309,144,Jaguar XK XKR 2012,0,cropped_05233.jpg,264,460
05234.jpg,101,120,944,685,183,Suzuki SX4 Hatchback 2012,0,cropped_05234.jpg,566,844
05235.jpg,43,27,594,351,73,Chevrolet Malibu Sedan 2007,0,cropped_05235.jpg,325,552
05236.jpg,151,166,1441,1027,101,Ferrari FF Coupe 2012,0,cropped_05236.jpg,862,1291
05237.jpg,29,32,399,330,195,Volvo XC90 SUV 2007,0,cropped_05237.jpg,299,371
05238.jpg,58,217,975,608,141,Infiniti G Coupe IPL 2012,0,cropped_05238.jpg,392,918
05239.jpg,55,36,426,314,100,FIAT 500 Convertible 2012,0,cropped_05239.jpg,279,372
05240.jpg,24,61,672,487,87,Dodge Ram Pickup 3500 Quad Cab 2009,0,cropped_05240.jpg,427,649
05241.jpg,60,420,1634,981,182,Suzuki Kizashi Sedan 2012,0,cropped_05241.jpg,562,1575
05242.jpg,43,113,618,428,125,HUMMER H2 SUT Crew Cab 2009,0,cropped_05242.jpg,316,576
05243.jpg,1,8,111,78,88,Dodge Sprinter Cargo Van 2009,0,cropped_05243.jpg,71,111
05244.jpg,53,109,506,379,127,Honda Odyssey Minivan 2007,0,cropped_05244.jpg,271,454
05245.jpg,11,27,226,163,196,smart fortwo Convertible 2012,0,cropped_05245.jpg,137,216
05246.jpg,129,73,519,405,110,Ford Edge SUV 2012,0,cropped_05246.jpg,333,391
05247.jpg,41,120,589,315,179,Spyker C8 Convertible 2009,0,cropped_05247.jpg,196,549
05248.jpg,382,172,1249,883,133,Hyundai Veracruz SUV 2012,0,cropped_05248.jpg,712,868
05249.jpg,118,128,462,266,55,Chevrolet Corvette Convertible 2012,0,cropped_05249.jpg,139,345
05250.jpg,31,38,631,438,109,Ford Expedition EL SUV 2009,0,cropped_05250.jpg,401,601
05251.jpg,35,105,531,397,190,Volkswagen Golf Hatchback 2012,0,cropped_05251.jpg,293,497
05252.jpg,20,126,932,725,95,Dodge Durango SUV 2007,0,cropped_05252.jpg,600,913
05253.jpg,53,1,687,495,95,Dodge Durango SUV 2007,0,cropped_05253.jpg,495,635
05254.jpg,5,16,200,150,123,Geo Metro Convertible 1993,0,cropped_05254.jpg,135,196
05255.jpg,40,51,538,326,29,BMW 3 Series Sedan 2012,0,cropped_05255.jpg,276,499
05256.jpg,137,93,488,416,195,Volvo XC90 SUV 2007,0,cropped_05256.jpg,324,352
05257.jpg,6,1,608,367,101,Ferrari FF Coupe 2012,0,cropped_05257.jpg,367,603
05258.jpg,80,100,401,371,38,BMW Z4 Convertible 2012,0,cropped_05258.jpg,272,322
05259.jpg,179,177,753,452,2,Acura RL Sedan 2012,0,cropped_05259.jpg,276,575
05260.jpg,19,12,613,456,176,Rolls-Royce Ghost Sedan 2012,0,cropped_05260.jpg,445,595
05261.jpg,10,34,242,126,2,Acura RL Sedan 2012,0,cropped_05261.jpg,93,233
05262.jpg,44,108,560,355,60,Chevrolet HHR SS 2010,0,cropped_05262.jpg,248,517
05263.jpg,300,176,1185,711,12,Audi RS 4 Convertible 2008,0,cropped_05263.jpg,536,886
05264.jpg,75,95,578,368,153,Lamborghini Diablo Coupe 2001,0,cropped_05264.jpg,274,504
05265.jpg,8,28,1005,616,14,Audi TTS Coupe 2012,0,cropped_05265.jpg,589,998
05266.jpg,40,66,269,164,14,Audi TTS Coupe 2012,0,cropped_05266.jpg,99,230
05267.jpg,23,47,255,183,65,Chevrolet Avalanche Crew Cab 2012,0,cropped_05267.jpg,137,233
05268.jpg,10,5,545,315,23,Audi S4 Sedan 2012,0,cropped_05268.jpg,311,536
05269.jpg,40,10,241,162,69,Chevrolet Silverado 2500HD Regular Cab 2012,0,cropped_05269.jpg,153,202
05270.jpg,85,107,938,608,187,Toyota Camry Sedan 2012,0,cropped_05270.jpg,502,854
05271.jpg,39,43,584,227,18,Audi 100 Wagon 1994,0,cropped_05271.jpg,185,546
05272.jpg,47,164,986,706,21,Audi S5 Convertible 2012,0,cropped_05272.jpg,543,940
05273.jpg,22,43,424,203,33,BMW X6 SUV 2012,0,cropped_05273.jpg,161,403
05274.jpg,36,65,633,347,61,Chevrolet Impala Sedan 2007,0,cropped_05274.jpg,283,598
05275.jpg,101,160,464,308,35,BMW M5 Sedan 2010,0,cropped_05275.jpg,149,364
05276.jpg,9,18,626,471,154,Land Rover Range Rover SUV 2012,0,cropped_05276.jpg,454,618
